orient,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,polygon.stopped,polygon_2.stopped,grating.started,key_resp.started,grating.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,participant,session,date,expName,psychopyVersion,frameRate,
45,45,0,90,1,309.7075261999853,310.707619599998,310.707619599998,311.20775940001477,311.20775940001477,311.50746619998245,311.50746619998245,up,0,1.011996100016404,None,1,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,45,1,91,0,312.5408114999882,313.5407506999909,313.5407506999909,314.040826499986,314.040826499986,314.34092039999086,314.34092039999086,up,1,0.8222121000289917,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,46,0,92,0,315.1909991999855,316.19076189998304,316.19076189998304,316.69116210000357,316.69116210000357,316.9907866999856,316.9907866999856,down,1,1.4192930000135675,None,1,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,46,1,93,1,318.44085840001935,319.4409383999882,319.4409383999882,319.9409549999982,319.9409549999982,320.24095090001356,320.24095090001356,down,1,0.5246616000076756,None,4,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,47,0,94,1,320.7908759000129,321.7909303000197,321.7909303000197,322.2910877999966,322.2910877999966,322.59046199999284,322.59046199999284,up,1,0.6583866999717429,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,47,1,95,0,323.2743862000061,324.2739827000187,324.2739827000187,324.7741924999864,324.7741924999864,325.07383730000583,325.07383730000583,down,1,0.4138794000027701,None,2,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,48,0,96,1,325.5073513999814,326.5075958999805,326.5075958999805,327.00778650003485,327.00778650003485,327.3073605999816,327.3073605999816,up,1,0.8731788999866694,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,48,1,97,0,328.207707500027,329.2077453000238,329.2077453000238,329.70789040002273,329.70789040002273,330.0076322000241,330.0076322000241,down,1,0.2682276999694295,None,-5,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,49,0,98,0,330.3076251000166,331.3074564000126,331.3074564000126,331.8077345000347,331.8077345000347,332.1076209000312,332.1076209000312,up,1,1.2836174000403844,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,49,1,99,1,333.40742940001655,334.40760219999356,334.40760219999356,334.9078374999808,334.9078374999808,335.2076895000064,335.2076895000064,down,0,0.6011210999567993,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,50,0,100,0,335.8408934000181,336.84075820003636,336.84075820003636,337.341069600021,337.341069600021,337.64078790001804,337.64078790001804,down,1,0.6105925999581814,None,-4,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,50,1,101,1,338.27462179999566,339.27429349999875,339.27429349999875,339.77448289998574,339.77448289998574,340.07451870001387,340.07451870001387,up,1,0.593236299988348,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,51,0,102,0,340.6908898000256,341.690800899989,341.690800899989,342.19090159999905,342.19090159999905,342.49081610003486,342.49081610003486,down,1,1.0237008000258356,None,3,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,51,1,103,1,343.540811999992,344.54076430003624,344.54076430003624,345.0409910000162,345.0409910000162,345.34049899998354,345.34049899998354,up,1,0.5928163999924436,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
